"runnerUri","fullname","time","rank","nationality","nationalityCode","index","ageGroup","gender"
"2986875.mattias.eriksson","Mattias ERIKSSON","15:16:58",9,"Sweden","SE",,"40-44","H"
"1355797.daniel.lindberg","Daniel LINDBERG","15:23:58",10,"Sweden","SE",,"35-39","H"
"3816103.paulina.fridlund","Paulina FRIDLUND","16:34:06",11,"Sweden","SE",,"45-49","F"
"4499272.helle.klitgaard","Helle KLITGAARD","16:42:33",12,"Denmark","DK",,"60-64","F"
"4000313.johnny.svensson","Johnny SVENSSON","16:47:51",13,"Sweden","SE",,"50-54","H"
"4978428.rasmus.westergaard","Rasmus WESTERGAARD","17:59:04",14,"Sweden","SE",,"45-49","H"
"4238868.madelene.strandberg","Madelene STRANDBERG","18:04:08",15,"Sweden","SE",,"20-34","F"
"1960779.annika.arnoldsson","Annika ARNOLDSSON","18:04:09",16,"Sweden","SE",,"50-54","F"
"4379206.tapani.kela","Tapani KELA","19:15:27",17,"Sweden","SE",,"45-49","H"
"4193958.daniel.berglund","Daniel BERGLUND","20:28:09",18,"Sweden","SE",,"55-59","H"
"2519323.nicolaj.hoejer","Nicolaj HOEJER","20:34:10",19,"Sweden","SE",,"45-49","H"
"4978430.martin.skjol","Martin SKJOL","20:34:13",20,"Sweden","SE",,"45-49","H"
"508271.joakim.johansson","Joakim JOHANSSON","05:40:10",1,"Sweden","SE",,"35-39","H"
"508252.jan.svardhagen","Jan SVARDHAGEN","06:07:05",2,"Sweden","SE",,"50-54","H"
"1036617.daniel.bodare","Daniel BODARE","06:56:26",3,"Sweden","SE",,"40-44","H"
"508259.kenneth.lofman","Kenneth LOFMAN","06:56:27",4,"Sweden","SE",,"45-49","H"
"1087843.daniel.granstrom","Daniel GRANSTRÖM","06:57:32",5,"Sweden","SE",,"45-49","H"
"508374.tomas.stot","Tomas STÖT","07:37:33",6,"Sweden","SE",,"55-59","H"
"4416496.johan.gille","Johan GILLE","07:42:24",7,"Sweden","SE",,"50-54","H"
"5233814.antti.logrenuuttu","Antti LOGREN-UUTTU","07:42:25",8,"Sweden","SE",,"40-44","H"
"5518214.oskar.funk","Oskar FUNK","08:10:54",9,"Sweden","SE",,"20-34","H"
"5518216.tony.hodge","Tony HODGE","09:34:33",10,"Sweden","SE",,"45-49","H"
"5518218.maria.tornmarker","Maria TORNMARKER","09:34:33",11,"Sweden","SE",,"45-49","F"
"3461381.helene.pratt","Helene PRATT","09:34:35",12,"Sweden","SE",,"50-54","F"
"1843259.magnus.linde","Magnus LINDE","16:38:20",1,"Sweden","SE",,"40-44","H"
"3952105.mikael.dahlberg","Mikael DAHLBERG","17:49:48",2,"Sweden","SE",,"40-44","H"
"4301448.oscar.isaksson","Oscar ISAKSSON","19:23:01",3,"Sweden","SE",,"20-34","H"
"3189867.jon.enqvist","Jon ENQVIST","19:49:20",4,"Sweden","SE",,"45-49","H"
"2576549.niklas.blomquist","Niklas BLOMQUIST","20:53:02",5,"Sweden","SE",,"45-49","H"
"5029366.filip.soderling","Filip SÖDERLING","20:53:02",6,"Sweden","SE",,"35-39","H"
"1135785.marcus.kjellberg","Marcus KJELLBERG","21:25:26",7,"Sweden","SE",,"45-49","H"
"4292411.alex.cravcenco","Alex CRAVCENCO","21:25:26",8,"Sweden","SE",,"35-39","H"
"437972.peter.mickos","Peter MICKOS","21:25:26",9,"Sweden","SE",,"55-59","H"
"861313.christer.karlsson","Christer KARLSSON","21:28:04",10,"Sweden","SE",,"50-54","H"
"1135809.daniel.theander","Daniel THEANDER","21:33:33",11,"Sweden","SE",,"45-49","H"
"4135488.moa.montanalago","Moa MONTANALAGO",,,"Sweden","SE",,"55-59","F"
"4002864.henrik.soderqvist","Henrik SÖDERQVIST",,,"Sweden","SE",,"40-44","H"
"5029368.marcus.sirland","Marcus SIRLAND",,,"Sweden","SE",,"45-49","H"
"4373600.linda.eklund","Linda EKLUND",,,"Sweden","SE",,"45-49","F"
"4373598.lina.wennersten-gradert","Lina WENNERSTEN GRADERT",,,"Sweden","SE",,"45-49","F"
"4569096.jonas.ehnroth","Jonas EHNROTH",,,"Sweden","SE",,"20-34","H"
"4853524.mohammed.alaoui","Mohammed ALAOUI",,,"Sweden","SE",,"20-34","H"
"234624.daniel.skog","Daniel SKOG",,,"Sweden","SE",,"40-44","H"
"1135805.ruben.johan","Johan RUBEN (Ruben JOHAN)",,,"Sweden","SE",,"45-49","H"
"235190.fredrik.larsson","Fredrik LARSSON",,,"Sweden","SE",,"50-54","H"
"4373606.tor.sundberg","Tor SUNDBERG",,,"Sweden","SE",,"55-59","H"
"2271131.martin.lindahl","Martin LINDAHL",,,"Sweden","SE",,"40-44","H"
"4445138.pedro.demarchi","Pedro DEMARCHI","06:43:10",1,"Brazil","BR",,"20-34","H"
"3976283.adam.stenman","Adam STENMAN","07:19:29",2,"Sweden","SE",,"35-39","H"
"2439813.max.persson","Max PERSSON","07:52:20",3,"Sweden","SE",,"50-54","H"
"5029376.oskar.brannfors","Oskar BRÄNNFORS","07:58:31",4,"Sweden","SE",,"40-44","H"
"438648.madeleine.wennberg","Madeleine WENNBERG","08:25:32",5,"Sweden","SE",,"35-39","F"
"608855.daniel.lilliehook","Daniel LILLIEHOOK","08:52:18",6,"Sweden","SE",,"50-54","H"
"1620245.per.jamtelid","Per JÄMTELID","08:53:39",7,"Sweden","SE",,"55-59","H"
"3230693.edwin.vanasseldonk","Edwin VAN ASSELDONK","09:27:25",8,"Netherlands","NL",,"40-44","H"
"5029378.mikael.kullmanlarsson","Mikael KULLMAN LARSSON","09:27:25",9,"Sweden","SE",,"50-54","H"
"5029380.andreas.stjerna","Andreas STJERNA","09:30:02",10,"Sweden","SE",,"35-39","H"
"4715846.kajsa.estrin","Kajsa ESTRIN","09:39:39",11,"Sweden","SE",,"40-44","F"
"4198375.johannes.hoas","Johannes HOAS","09:44:00",12,"Sweden","SE",,"35-39","H"
"5029382.anders.ljungholm","Anders LJUNGHOLM","09:49:28",13,"Sweden","SE",,"50-54","H"
"5029384.jonas.svendsen","Jonas SVENDSÉN","09:54:57",14,"Sweden","SE",,"45-49","H"
"2271719.natalia.ossipova","Natalia OSSIPOVA","10:12:30",15,"Sweden","SE",,"35-39","F"
"5029386.linda.hansen","Linda HANSEN","10:42:01",16,"Sweden","SE",,"45-49","F"
"5029388.jim.karlsson","Jim KARLSSON","11:02:30",17,"Sweden","SE",,"45-49","H"
"5029390.morten.okbo","Morten OKBO","11:11:18",18,"Sweden","SE",,"50-54","H"
"4201825.annika.ritzman","Annika RITZMAN","11:21:38",19,"Sweden","SE",,"35-39","F"
"5029392.stina.hagsten","Stina HAGSTEN","11:47:53",20,"Sweden","SE",,"20-34","F"
"1634743.mathias.hjalm","Mathias HJÄLM","12:04:51",21,"Sweden","SE",,"40-44","H"
"5029394.daniel.winkler","Daniel WINKLER","12:29:50",22,"Germany","DE",,"35-39","H"
"4379316.gisela.glaffey","Gisela GLAFFEY","12:42:42",23,"Sweden","SE",,"20-34","F"
"5029396.leonardo.hjertstedt","Leonardo HJERTSTEDT","12:42:47",24,"Sweden","SE",,"20-34","H"
"4373588.johan.rosengren","Johan ROSENGREN",,,"Sweden","SE",,"50-54","H"
"1243141.christian.malmstrom","Christian MALMSTROM","04:19:21",1,"Sweden","SE",,"40-44","H"
"4301440.bill.oster","Bill ÖSTER (Bill OSTER)","04:22:46",2,"Sweden","SE",,"20-34","H"
"2986759.patrik.nilsson","Patrik NILSSON","04:35:05",3,"Sweden","SE",,"20-34","H"
"5100412.lars.ekman","Lars EKMAN","04:36:45",4,"Sweden","SE",,"35-39","H"
"1655695.anton.lindholm","Anton LINDHOLM","04:56:17",5,"Sweden","SE",,"35-39","H"
"662035.fredrik.petersen","Fredrik PETERSEN","04:58:19",6,"Sweden","SE",,"35-39","H"
"3976348.hanna.aho","Hanna AHO","04:59:53",7,"Sweden","SE",,"20-34","F"
"587245.niclas.gallentoft","Niclas GÄLLENTOFT","05:06:47",8,"Sweden","SE",,"50-54","H"
"3342247.patrik.sodergren","Patrik SODERGREN","05:06:52",9,"Sweden","SE",,"40-44","H"
"1535079.jonas.hansson","Jonas HANSSON","05:10:38",10,"Sweden","SE",,"40-44","H"
"662092.rasmus.andersson","Rasmus ANDERSSON","05:11:14",11,"Sweden","SE",,"35-39","H"
"4416364.patrik.martensson","Patrik MÅRTENSSON","05:13:51",12,"Sweden","SE",,"45-49","H"
"1189927.emil.christensen","Emil CHRISTENSEN","05:14:49",13,"Denmark","DK",,"20-34","H"
"2271131.martin.lindahl","Martin LINDAHL","05:15:10",14,"Sweden","SE",,"40-44","H"
"5063403.markus.brink","Markus BRINK","05:15:43",15,"Sweden","SE",,"35-39","H"
"2986879.per.astrom","Per ÅSTRÖM (Per ASTROM)","05:16:05",16,"Sweden","SE",,"45-49","H"
"665483.anton.lundqvist","Anton LUNDQVIST","05:19:51",17,"Sweden","SE",,"50-54","H"
"4416370.jonathan.sammons","Jonathan SAMMONS","05:22:17",18,"Sweden","SE",,"20-34","H"
"986669.antonio.navarro","Antonio NAVARRO","05:22:46",19,"Sweden","SE",,"50-54","H"
"1843275.daniel.cefalk","Daniel CEFALK","05:22:54",20,"Sweden","SE",,"45-49","H"
"2397605.jakob.fahlstedt","Jakob FAHLSTEDT","05:23:56",21,"Sweden","SE",,"40-44","H"
"1355767.matti.piittinen","Matti PIITTINEN","05:24:04",22,"Sweden","SE",,"40-44","H"
"861347.fredrik.hagfjall","Fredrik HAGFJÄLL","05:24:46",23,"Sweden","SE",,"20-34","H"
"1135785.marcus.kjellberg","Marcus KJELLBERG","05:25:15",24,"Sweden","SE",,"45-49","H"
"2397741.jonas.bergstrom","Jonas BERGSTRÖM","05:25:42",25,"Sweden","SE",,"20-34","H"
"410664.enar.warfvinge","Enar WARFVINGE","53:47:16",1,"Sweden","SE",,"40-44","H"
"37091.janerik.ramstroem","Jan-Erik RAMSTROEM",,,"Sweden","SE",,"60-64","H"
"1057243.orjan.bolin","Örjan BOLIN (Orjan BOLIN)",,,"Sweden","SE",,"50-54","H"
"4681814.stefan.tall","Stefan TALL",,,"Sweden","SE",,"50-54","H"
"2439905.jessica.stahlnorris","Jessica STÅHL-NORRIS",,,"Sweden","SE",,"40-44","F"
"665874.mikael.hedman","Mikael HEDMAN",,,"Sweden","SE",,"45-49","H"
"1036249.stefan.lindgren","Stefan LINDGREN",,,"Sweden","SE",,"50-54","H"
"1087605.conny.svahn","Conny SVAHN","06:57:08",1,"Sweden","SE",,"45-49","H"
"508303.jenny.josefsson","Jenny JOSEFSSON","07:44:24",2,"Sweden","SE",,"45-49","F"
"360500.staffan.blixt","Staffan BLIXT","08:03:32",3,"Sweden","SE",,"35-39","H"
"4002881.max.westman","Max WESTMAN","08:04:50",4,"Sweden","SE",,"35-39","H"
"3377501.erik.arumskog","Erik ARUMSKOG","08:26:59",5,"Sweden","SE",,"35-39","H"
"1087715.mikael.nyman","Mikael NYMAN","08:46:35",6,"Sweden","SE",,"50-54","H"
"1016455.johan.parkvall","Johan PARKVALL","09:01:23",7,"Sweden","SE",,"45-49","H"
"5071761.linda.loenneberg","Linda LOENNEBERG","09:07:46",8,"Sweden","SE",,"45-49","F"
"1110673.carl.kordel","Carl KÖRDEL","09:12:27",9,"Sweden","SE",,"35-39","H"
"4301460.tony.halvarsson","Tony HALVARSSON","09:14:17",10,"Sweden","SE",,"45-49","H"
"277886.yoshihiro.tsunoda","Yoshihiro TSUNODA","09:22:28",11,"Japan","JP",,"40-44","H"
"321149.andreas.noren","Andreas NOREN","09:31:46",12,"Sweden","SE",,"50-54","H"
"4681792.anton.berglof","Anton BERGLÖF","09:33:57",13,"Sweden","SE",,"35-39","H"
"574266.jonas.rabe","Jonas RABE","09:36:36",14,"Sweden","SE",,"45-49","H"
"665871.magnus.nasmark","Magnus NÄSMARK","09:43:32",15,"Sweden","SE",,"50-54","H"
"5137180.sanna.osterberg","Sanna ÖSTERBERG (Sanna OSTERBERG)","09:43:50",16,"Sweden","SE",,"45-49","F"
"508865.jesper.astrom","Jesper ÅSTRÖM (Jesper ASTROM)","09:44:34",17,"Sweden","SE",,"50-54","H"
"2346837.karolina.biwallhellman","Karolina BIWALL-HELLMAN","09:44:35",18,"Sweden","SE",,"40-44","F"
"437954.ari.wolff","Ari WOLFF","09:48:59",19,"Finland","FI",,"50-54","H"
"4106834.kristin.holmberg","Kristin HOLMBERG","10:09:40",20,"Sweden","SE",,"45-49","F"
"4681738.theodor.ingman","Theodor INGMAN","10:10:50",21,"Sweden","SE",,"20-34","H"
"2478091.annakarin.larsson","Anna Karin LARSSON","10:31:20",22,"Sweden","SE",,"45-49","F"
"5137182.bjorn.stille","Björn STILLE","10:43:19",23,"Sweden","SE",,"40-44","H"
"2208263.erin.kennedytsunoda","Erin KENNEDY TSUNODA","10:46:08",24,"Canada","CA",,"40-44","F"
"4681886.kjell.eriksson","Kjell ERIKSSON","10:48:03",25,"Sweden","SE",,"55-59","H"
"37084.emil.soderlund","Emil SODERLUND","17:37:59",1,"Finland","FI",,"45-49","H"
"665357.pal.andersson","Pål ANDERSSON","18:18:50",2,"Sweden","SE",,"45-49","H"
"2519259.henrik.landin","Henrik LANDIN","18:19:27",3,"Sweden","SE",,"45-49","H"
"4106830.magnus.andersson","Magnus ANDERSSON","18:45:44",4,"Sweden","SE",,"20-34","H"
"5138096.marcus.norrman","Marcus NORRMAN","19:34:20",5,"Sweden","SE",,"20-34","H"
"3638033.sakarias.nilsson","Sakarias NILSSON","19:37:02",6,"Sweden","SE",,"35-39","H"
"4715724.galen.mack","Galen MACK","19:38:35",7,"Australia","AU",,"45-49","H"
"656000.tony.norendahl","Tony NORENDAHL","19:45:15",8,"Sweden","SE",,"40-44","H"
"508777.anders.noren","Anders NOREN","20:12:16",9,"Sweden","SE",,"50-54","H"
"150934.jakob.bokman","Jakob BÖKMAN","20:13:49",10,"Sweden","SE",,"55-59","H"
"4383918.philip.thor","Philip THOR","20:52:36",11,"Sweden","SE",,"40-44","H"
"665750.liselott.jezek","Liselott JEZEK","21:02:52",12,"Sweden","SE",,"35-39","F"
"4186319.robert.berntsson","Robert BERNTSSON","22:09:27",13,"Sweden","SE",,"55-59","H"
"508669.jonas.hedlund","Jonas HEDLUND","22:11:01",14,"Sweden","SE",,"50-54","H"
"3995982.mattias.appel","Mattias APPEL","22:21:37",15,"Sweden","SE",,"35-39","H"
"5138098.felix.wannderdahl","Felix WÄNNDERDAHL","22:26:00",16,"Sweden","SE",,"20-34","H"
"5138100.jonas.bergstrom","Jonas BERGSTRÖM","22:30:37",17,"Sweden","SE",,"45-49","H"
"5070407.magnus.migdallilleeng","Magnus MIGDAL LILLEENG","22:35:06",18,"Sweden","SE",,"50-54","H"
"4106832.guido.flott","Guido FLOTT","22:46:06",19,"Sweden","SE",,"50-54","H"
"5138102.pontus.stenvallmagnusson","Pontus STENVALL MAGNUSSON","22:57:02",20,"Sweden","SE",,"45-49","H"
"3461359.christofer.wahlman","Christofer WAHLMAN","23:02:00",21,"Sweden","SE",,"40-44","H"
"2987095.anders.hansson","Anders HANSSON","23:07:28",22,"Sweden","SE",,"45-49","H"
"4201738.martin.salomonsson","Martin SALOMONSSON","23:48:58",23,"Sweden","SE",,"35-39","H"
"692156.kajsa.kolmskog","Kajsa KOLMSKOG","23:48:58",24,"Sweden","SE",,"40-44","F"
"4487726.erik.unanderscharin","Erik UNANDER-SCHARIN","24:33:10",25,"Sweden","SE",,"40-44","H"
"702983.andrew.maier","Andrew MAIER","03:52:17",1,"United States","US",,"45-49","H"
"4700734.agnes.josefsson","Agnes JOSEFSSON","04:01:28",2,"Sweden","SE",,"U18","F"
"1669217.daniel.dumitrascu","Daniel DUMITRASCU","04:42:41",3,"Romania","RO",,"40-44","H"
"5138108.emil.fehrm","Emil FEHRM","04:55:33",4,"Sweden","SE",,"35-39","H"
"4002903.tilde.josefsson","Tilde JOSEFSSON","04:56:00",5,"Sweden","SE",,"U20","F"
"1631053.mark.aldred","Mark ALDRED","05:26:43",6,"United Kingdom","GB",,"50-54","H"
"608849.mathias.eklund","Mathias EKLUND","05:36:06",7,"Sweden","SE",,"50-54","H"
"5138110.aura.alarcon","Aura ALARCON","06:21:56",8,"Sweden","SE",,"40-44","F"
"5138112.goran.ohmangille","Göran ÖHMAN GILLE (Goran OHMAN GILLE)","06:21:57",9,"Sweden","SE",,"40-44","H"
"2272739.sara.agdahl","Sara AGDAHL","06:24:18",10,"Sweden","SE",,"40-44","F"
"4487774.kenneth.gustavsson","Kenneth GUSTAVSSON","06:34:34",11,"Sweden","SE",,"50-54","H"
"5063419.magnus.bilock","Magnus BILOCK",,,"Sweden","SE",,"35-39","H"
"508259.kenneth.lofman","Kenneth LOFMAN","06:17:56",1,"Sweden","SE",,"45-49","H"
"1036617.daniel.bodare","Daniel BODARE","06:22:29",2,"Sweden","SE",,"40-44","H"
"665445.marcus.ekenstierna","Marcus EKENSTIERNA","06:43:30",3,"Sweden","SE",,"35-39","H"
"5518204.joakim.melanderstawiarski","Joakim MELANDER STAWIARSKI","07:39:22",4,"Sweden","SE",,"40-44","H"
"508374.tomas.stot","Tomas STÖT","07:42:38",5,"Sweden","SE",,"55-59","H"
"1619741.per.eriksson","Per ERIKSSON","08:27:50",6,"Sweden","SE",,"40-44","H"
"5233954.linnea.hoglund","Linnea HÖGLUND",,,"Sweden","SE",,"20-34","F"
"3404967.zandra.buud","Zandra BUUD",,,"Sweden","SE",,"45-49","F"
"2271225.fredrik.nylund","Fredrik NYLUND",,,"Sweden","SE",,"35-39","H"
"4301440.bill.oster","Bill ÖSTER (Bill OSTER)","18:52:33",1,"Sweden","SE",,"20-34","H"
"2412617.clarens.olsson","Clarens OLSSON","21:14:40",2,"Sweden","SE",,"45-49","H"
"691416.oscar.askerlund","Oscar ASKERLUND","23:27:43",3,"Sweden","SE",,"35-39","H"
"508271.joakim.johansson","Joakim JOHANSSON","23:43:20",4,"Sweden","SE",,"35-39","H"
"2194141.petter.eriksson","Petter ERIKSSON","24:51:28",5,"Sweden","SE",,"45-49","H"
"4238881.josef.djerf","Josef DJERF","27:26:06",6,"Sweden","SE",,"40-44","H"
"37046.sandra.lundqvist","Sandra LUNDQVIST","27:43:20",7,"Sweden","SE",,"45-49","F"
"37056.jonas.waengberg","Jonas WAENGBERG","27:43:21",8,"Sweden","SE",,"50-54","H"
"1135809.daniel.theander","Daniel THEANDER","27:45:02",9,"Sweden","SE",,"45-49","H"
"234624.daniel.skog","Daniel SKOG","28:53:18",10,"Sweden","SE",,"40-44","H"
"4301465.niklas.drakfors","Niklas DRAKFORS","28:53:19",11,"Sweden","SE",,"45-49","H"
"4195076.daniel.bergmark","Daniel BERGMARK","29:05:28",12,"Sweden","SE",,"45-49","H"
"4301447.erik.tidestrom","Erik TIDESTROM","29:13:16",13,"Sweden","SE",,"35-39","H"
"2271419.christer.flood","Christer FLOOD","29:13:17",14,"Sweden","SE",,"40-44","H"
"4200822.ludvig.eriksson","Ludvig ERIKSSON","29:25:27",15,"Sweden","SE",,"20-34","H"
"1355777.mikael.andersson","Mikael ANDERSSON","29:29:18",16,"Sweden","SE",,"45-49","H"
"508374.tomas.stot","Tomas STÖT","29:38:32",17,"Sweden","SE",,"55-59","H"
"1087843.daniel.granstrom","Daniel GRANSTRÖM","30:47:43",18,"Sweden","SE",,"45-49","H"
"3377831.sonny.nyberg","Sonny NYBERG","33:31:08",19,"Sweden","SE",,"35-39","H"
"209121.magnus.sellberg","Magnus SELLBERG",,,"Sweden","SE",,"35-39","H"
"508475.rickard.ahlberg","Rickard AHLBERG",,,"Sweden","SE",,"50-54","H"
"1858289.monica.johansson","Monica JOHANSSON",,,"Sweden","SE",,"40-44","F"
"1779567.margaretha.josefsson","Margaretha JOSEFSSON",,,"Sweden","SE",,"55-59","F"
"1630619.maria.saxvall","Maria SAXVALL",,,"Sweden","SE",,"40-44","F"
"2271339.joakim.melander","Joakim MELANDER",,,"Sweden","SE",,"40-44","H"
"2346895.axel.svardhagen","Axel SVÄRDHAGEN","04:02:05",1,"Sweden","SE",,"20-34","H"
"2257665.william.englund","William ENGLUND","04:10:32",2,"Sweden","SE",,"20-34","H"
"496499.tobias.johansson","Tobias JOHANSSON","04:17:52",3,"Sweden","SE",,"35-39","H"
"3342579.malin.barrulf","Malin BARRULF","04:59:03",4,"Sweden","SE",,"20-34","F"
"277886.yoshihiro.tsunoda","Yoshihiro TSUNODA","05:05:13",5,"Japan","JP",,"40-44","H"
"1634703.magnus.pilelov","Magnus PILELÖV","05:11:34",6,"Sweden","SE",,"35-39","H"
"1036675.anna.stahlkloo","Anna STÅHLKLOO","05:12:01",7,"Sweden","SE",,"45-49","F"
"662092.rasmus.andersson","Rasmus ANDERSSON","05:12:27",8,"Sweden","SE",,"35-39","H"
"5233776.martin.vernblom","Martin VERNBLOM","05:16:22",9,"Sweden","SE",,"35-39","H"
"2194053.joakim.nordfeldt","Joakim NORDFELDT","05:17:14",10,"Sweden","SE",,"40-44","H"
"1110327.karl.lindgren","Karl LINDGREN","05:30:24",11,"Sweden","SE",,"40-44","H"
"5233778.emmi.jokela","Emmi JOKELA","05:31:26",12,"Sweden","SE",,"20-34","F"
"691498.gustav.karneback","Gustav KARNEBÄCK","05:33:25",13,"Sweden","SE",,"35-39","H"
"2221663.natalie.persson","Natalie PERSSON","05:34:51",14,"Sweden","SE",,"20-34","F"
"5070723.martin.simons","Martin SIMONS","05:39:10",15,"Sweden","SE",,"35-39","H"
"4681648.christine.bjork","Christine BJÖRK","05:39:11",16,"Sweden","SE",,"50-54","F"
"4587184.markus.erngrund","Markus ERNGRUND","05:42:14",17,"Sweden","SE",,"50-54","H"
"3378575.erik.melakari","Erik MELAKARI","05:44:22",18,"Sweden","SE",,"40-44","H"
"5233780.tobias.pettersson","Tobias PETTERSSON","05:44:56",19,"Sweden","SE",,"20-34","H"
"4812776.olle.noras","Olle NORÅS","05:49:01",20,"Sweden","SE",,"40-44","H"
"665765.patrizia.strandman","Patrizia STRANDMAN","05:49:05",21,"Sweden","SE",,"45-49","F"
"5233782.david.paulsson","David PAULSSON","05:59:19",22,"Sweden","SE",,"40-44","H"
,"Anonymous","06:01:06",23,"Sweden","SE",,"20-34","H"
"2272079.niklas.gabrielsson","Niklas GABRIELSSON","06:01:35",24,"Sweden","SE",,"45-49","H"
"4202099.martin.westlund","Martin WESTLUND","06:06:23",25,"Sweden","SE",,"45-49","H"
"5227912.freddie.theland","Freddie THELAND","21:46:35",1,"Sweden","SE",,"20-34","H"
"597778.daniel.george","Daniel GEORGE","23:35:21",2,"United Kingdom","GB",,"45-49","H"
"5051684.ulf.gonzalez","Ulf GONZALEZ","25:31:51",3,"Sweden","SE",,"35-39","H"
"4383934.nicklas.larsson","Nicklas LARSSON","30:25:52",4,"Sweden","SE",,"50-54","H"
"4200837.jonas.andraejohansson","Jonas ANDRAE JOHANSSON","31:20:36",5,"Sweden","SE",,"50-54","H"
"1652217.niklas.lofgren","Niklas LÖFGREN","31:52:23",6,"Sweden","SE",,"35-39","H"
"496512.magnus.larke","Magnus LARKE","32:26:47",7,"Sweden","SE",,"50-54","H"
"3116653.christopher.servadei","Christopher SERVADEI",,,"Sweden","SE",,"35-39","H"
"508591.stefan.lundin","Stefan LUNDIN",,,"Sweden","SE",,"45-49","H"
"1816251.sofie.hellsing","Sofie HELLSING",,,"Sweden","SE",,"35-39","F"
"508777.anders.noren","Anders NOREN",,,"Sweden","SE",,"50-54","H"
"5227914.kevin.nordberg","Kevin NORDBERG",,,"Sweden","SE",,"20-34","H"
"665787.luigi.belcastro","Luigi BELCASTRO",,,"Sweden","SE",,"60-64","H"
"492280.per.forsman","Per FORSMAN",,,"Sweden","SE",,"50-54","H"
"5227916.jenny.broman","Jenny BROMAN",,,"Sweden","SE",,"35-39","F"
"4106830.magnus.andersson","Magnus ANDERSSON",,,"Sweden","SE",,"20-34","H"
"689972.viktor.stenqvist","Viktor STENQVIST","09:37:00",1,"Sweden","SE",,"35-39","H"
"3378517.per.bodinhansen","Per BODIN HANSEN","10:32:16",2,"Sweden","SE",,"35-39","H"
"234841.rasmus.persson","Rasmus PERSSON","11:47:04",3,"Sweden","SE",,"20-34","H"
"3377499.erik.hammerkast","Erik HAMMERKAST","11:47:05",4,"Sweden","SE",,"40-44","H"
"4173021.thommie.forsberg","Thommie FORSBERG","12:50:06",5,"Sweden","SE",,"35-39","H"
"1779493.peter.almroth","Peter ALMROTH","13:26:13",6,"Sweden","SE",,"40-44","H"
"587245.niclas.gallentoft","Niclas GÄLLENTOFT","13:32:04",7,"Sweden","SE",,"50-54","H"
"4680626.jim.andersson","Jim ANDERSSON","13:33:07",8,"Sweden","SE",,"35-39","H"
"1843319.katarina.persson","Katarina PERSSON","13:33:25",9,"Sweden","SE",,"50-54","F"
"1960795.yohanna.andersson","Yohanna ANDERSSON","14:10:53",10,"Sweden","SE",,"20-34","F"
"2576461.robert.aronica","Robert ARONICA","14:10:59",11,"Sweden","SE",,"45-49","H"
"2271225.fredrik.nylund","Fredrik NYLUND","14:21:54",12,"Sweden","SE",,"35-39","H"
"4727430.fredrik.westin","Fredrik WESTIN","14:31:42",13,"Sweden","SE",,"20-34","H"
"4193351.olle.westlundbayer","Olle WESTLUND-BAYER","14:38:46",14,"Sweden","SE",,"35-39","H"
"3230693.edwin.vanasseldonk","Edwin VAN ASSELDONK","14:45:02",15,"Netherlands","NL",,"40-44","H"
"2194119.viktor.bjorklund","Viktor BJÖRKLUND","14:45:02",16,"Sweden","SE",,"50-54","H"
"1658643.ola.petersson","Ola PETERSSON","14:51:41",17,"Sweden","SE",,"45-49","H"
"4681802.lars.rydelius","Lars RYDELIUS","14:57:43",18,"Sweden","SE",,"50-54","H"
"1632141.jeanette.vestling","Jeanette VESTLING","15:04:12",19,"Sweden","SE",,"50-54","F"
"3995969.alexander.holmqvistwinge","Alexander HOLMQVIST-WINGE","15:30:24",20,"Sweden","SE",,"35-39","H"
"689985.lars.vestling","Lars VESTLING","15:38:51",21,"Sweden","SE",,"50-54","H"
"4301459.mattias.diener","Mattias DIENER","15:42:23",22,"Sweden","SE",,"50-54","H"
"4681644.carl.wahlgren","Carl WAHLGREN","15:42:24",23,"Sweden","SE",,"20-34","H"
"4238860.melker.palm","Melker PALM","15:42:48",24,"Sweden","SE",,"U20","H"
"811479.mattias.johansson","Mattias JOHANSSON","16:10:11",25,"Sweden","SE",,"40-44","H"
"1843273.jakob.aberg","Jakob ÅBERG (Jakob ABERG)","13:17:34",1,"Sweden","SE",,"20-34","H"
"1110351.erik.jonsson","Erik JONSSON","13:20:59",2,"Sweden","SE",,"40-44","H"
"936155.tomas.nordlof","Tomas NORDLÖF","13:46:37",3,"Sweden","SE",,"35-39","H"
"4195046.marten.vann","Mårten VÄNN","14:14:42",4,"Sweden","SE",,"20-34","H"
"665723.johanna.bygdell","Johanna BYGDELL","16:01:34",5,"Sweden","SE",,"40-44","F"
"1110241.lars.hedlund","Lars HEDLUND","16:01:34",5,"Sweden","SE",,"50-54","H"
"438604.erik.eng","Erik ENG","16:01:34",5,"Sweden","SE",,"45-49","H"
"508293.thomas.jonsson","Thomas JONSSON","16:44:04",8,"Sweden","SE",,"55-59","H"
"4301430.andreas.johansson","Andreas JOHANSSON","16:48:53",9,"Sweden","SE",,"35-39","H"
"4671988.anton.fauli","Anton FAULI","17:01:47",10,"Sweden","SE",,"20-34","H"
"5329396.emanuel.ahlgren","Emanuel AHLGREN","17:18:13",11,"Sweden","SE",,"20-34","H"
"5329398.tomas.nordlander","Tomas NORDLANDER","17:57:22",12,"Sweden","SE",,"55-59","H"
"5329400.thomas.ostlundh","Thomas ÖSTLUNDH (Thomas OSTLUNDH)","18:02:04",13,"Sweden","SE",,"55-59","H"
