"runnerUri","fullname","time","rank","nationality","nationalityCode","index","ageGroup","gender"
"4487722.glenn.thunstrom","Glenn THUNSTRÖM","05:35:17",16,"Sweden","SE",,"35-39","H"
"366099.anette.jonsson","Anette JONSSON","05:35:28",17,"Sweden","SE",,"40-44","F"
"4487724.magnus.ordh","Magnus ORDH","05:38:04",18,"Sweden","SE",,"35-39","H"
"4193287.joakim.dahlman","Joakim DAHLMAN","05:38:04",19,"Sweden","SE",,"40-44","H"
"3378575.erik.melakari","Erik MELAKARI","05:43:05",20,"Sweden","SE",,"40-44","H"
"4002864.henrik.soderqvist","Henrik SÖDERQVIST","05:46:42",21,"Sweden","SE",,"40-44","H"
"4198332.lovisa.danielsson","Lovisa DANIELSSON","05:46:51",22,"Sweden","SE",,"20-34","F"
"4238892.dan.stark","Dan STARK","05:50:05",23,"Sweden","SE",,"45-49","H"
"4487726.erik.unanderscharin","Erik UNANDER-SCHARIN","05:57:33",24,"Sweden","SE",,"40-44","H"
"1619705.mattias.svensson","Mattias SVENSSON","05:59:46",25,"Sweden","SE",,"45-49","H"
"1355793.johan.elvermahr","Johan ELVERMÅHR","24:30:15",1,"Sweden","SE",,"40-44","H"
"4202099.martin.westlund","Martin WESTLUND","24:30:15",1,"Sweden","SE",,"40-44","H"
"3342499.linus.holmlund","Linus HOLMLUND","24:50:15",2,"Sweden","SE",,"45-49","H"
"3342533.bahri.lindstrom","Bahri LINDSTROM","24:50:15",2,"Sweden","SE",,"40-44","H"
"235190.fredrik.larsson","Fredrik LARSSON","17:59:02",1,"Sweden","SE",,"50-54","H"
"1843285.niklas.jonsson","Niklas JÖNSSON","22:14:58",2,"Sweden","SE",,"35-39","H"
"164120.daniel.melin","Daniel MELIN",,,"Sweden","SE",,"45-49","H"
"4292398.stephanie.dhillon","Stephanie DHILLON",,,"Sweden","SE",,"40-44","F"
"2457283.nathalie.johansson","Nathalie JOHANSSON",,,"Sweden","SE",,"20-34","F"
"1631879.philip.king","Philip KING","08:21:09",1,"Sweden","SE",,"45-49","H"
"3278009.anders.jandering","Anders JANDERING","08:27:45",2,"Sweden","SE",,"40-44","H"
"1960435.johan.dahlgren","Johan DAHLGREN","08:38:06",3,"Sweden","SE",,"20-34","H"
"5066283.ludwig.schadewitz","Ludwig SCHADEWITZ","08:55:09",4,"Sweden","SE",,"55-59","H"
"688627.mervi.heiskanen","Mervi HEISKANEN","08:55:40",5,"Sweden","SE",,"35-39","F"
"1632173.anders.bergstedt","Anders BERGSTEDT","09:37:43",6,"Sweden","SE",,"40-44","H"
"3277805.emmelie.andersson","Emmelie ANDERSSON",,,"Sweden","SE",,"20-34","F"
"4201908.jonny.andersson","Jonny ANDERSSON",,,"Sweden","SE",,"40-44","H"
"3277955.rikard.svensson","Rikard SVENSSON",,,"Sweden","SE",,"35-39","H"
"4487716.cajsa.berg","Cajsa BERG","07:40:16",1,"Sweden","SE",,"40-44","F"
"4715770.micke.dahlberg","Micke DAHLBERG","07:47:39",2,"Sweden","SE",,"40-44","H"
"691552.sam.nylander","Sam NYLANDER","07:48:36",3,"Sweden","SE",,"45-49","H"
"4303009.johannes.erlandsson","Johannes ERLANDSSON","07:57:12",4,"Sweden","SE",,"50-54","H"
"532797.martin.strom","Martin STROM","08:09:40",5,"Sweden","SE",,"40-44","H"
"37049.torbjoern.gyllebring","Torbjoern GYLLEBRING","08:13:44",6,"Sweden","SE",,"40-44","H"
"4715724.galen.mack","Galen MACK","08:15:00",7,"Australia","AU",,"40-44","H"
"4715718.thijs.reus","Thijs REUS","08:21:52",8,"Sweden","SE",,"40-44","H"
"4372046.hanna.bergwall","Hanna BERGWALL","08:26:59",9,"Sweden","SE",,"20-34","F"
"4416370.jonathan.sammons","Jonathan SAMMONS","08:40:05",10,"Sweden","SE",,"20-34","H"
"4715774.bastien.winant","Bastien WINANT","08:42:30",11,"Luxembourg","LU",,"20-34","H"
"4715776.filip.reusens","Filip REUSENS","08:43:05",12,"Belgium","BE",,"20-34","H"
"2439841.jonas.eklof","Jonas EKLÖF","08:44:28",13,"Sweden","SE",,"45-49","H"
"3189895.erik.liden","Erik LIDÉN","08:48:32",14,"Sweden","SE",,"20-34","H"
"685813.william.white","William WHITE","08:55:56",15,"United Kingdom","GB",,"40-44","H"
"4697.ken.zemach","Ken ZEMACH","08:58:39",16,"United States","US",,"50-54","H"
"2153545.zakarias.matton","Zakarias MATTON","09:07:04",17,"Sweden","SE",,"40-44","H"
"532624.dan.valitalo","Dan VÄLITALO","09:16:57",18,"Sweden","SE",,"50-54","H"
"532627.torbjorn.wilson","Torbjörn WILSON","09:18:16",19,"Sweden","SE",,"45-49","H"
"3404165.kristian.ridefelt","Kristian RIDEFELT","09:19:42",20,"Sweden","SE",,"40-44","H"
"1652027.kristoffer.qvist","Kristoffer QVIST","09:20:26",21,"Sweden","SE",,"40-44","H"
"665765.patrizia.strandman","Patrizia STRANDMAN","09:22:12",22,"Sweden","SE",,"45-49","F"
"37046.sandra.lundqvist","Sandra LUNDQVIST","09:22:20",23,"Sweden","SE",,"45-49","F"
"3189881.stefan.johansson","Stefan JOHANSSON","09:22:22",24,"Sweden","SE",,"20-34","H"
"2111095.richard.lindstrom","Richard LINDSTRÖM","09:24:31",25,"Sweden","SE",,"55-59","H"
"1630485.fredrik.eriksson","Fredrik ERIKSSON","03:35:22",1,"Sweden","SE",,"45-49","H"
"508269.conny.forne","Conny FORNE","03:56:30",2,"Sweden","SE",,"40-44","H"
"1110367.johan.broden","Johan BRODÉN","03:57:05",3,"Sweden","SE",,"40-44","H"
"4715814.peter.bentinger","Peter BENTINGER","04:01:12",4,"Sweden","SE",,"55-59","H"
"4193284.ulf.tjernstrom","Ulf TJERNSTRÖM","04:19:24",5,"Sweden","SE",,"40-44","H"
"691527.hakan.durmer","Håkan DURMER","04:33:32",6,"Sweden","SE",,"40-44","H"
"1308651.fabian.benz","Fabian BENZ","04:38:10",7,"Germany","DE",,"20-34","H"
"4621910.daniel.heinsoo","Daniel HEINSOO","04:39:59",8,"Sweden","SE",,"20-34","H"
"4487792.nina.sahlin","Nina SAHLIN","04:40:28",9,"Sweden","SE",,"40-44","F"
"2272113.christoffer.winanderschonning","Christoffer WINANDER SCHÖNNING","04:41:09",10,"Sweden","SE",,"20-34","H"
"1567365.lovisa.clevehorn","Lovisa CLEVEHORN","04:44:42",11,"Sweden","SE",,"35-39","F"
"1652063.peter.klingvall","Peter KLINGVALL","04:44:43",12,"Sweden","SE",,"50-54","H"
"4710546.isabelle.staub","Isabelle STAUB","04:45:24",13,"Sweden","SE",,"50-54","F"
"573994.stefan.silfver","Stefan SILFVER","04:45:39",14,"Sweden","SE",,"50-54","H"
"1087843.daniel.granstrom","Daniel GRANSTRÖM","04:47:21",15,"Sweden","SE",,"45-49","H"
"4715816.ake.berglund","Åke BERGLUND (Ake BERGLUND)","04:48:56",16,"Sweden","SE",,"55-59","H"
"2204383.henrik.toudaloffersen","Henrik TOUDAL OFFERSEN","04:49:02",17,"Denmark","DK",,"20-34","H"
"4681700.dean.wheeldon","Dean WHEELDON","04:49:27",18,"Sweden","SE",,"50-54","H"
"4715818.simon.hammarstrom","Simon HAMMARSTRÖM","04:51:10",19,"Sweden","SE",,"20-34","H"
"691675.oskar.ekberg","Oskar EKBERG","04:51:11",20,"Sweden","SE",,"20-34","H"
"1631997.mats.hainke","Mats HAINKE","04:51:26",21,"Sweden","SE",,"50-54","H"
"1620245.per.jamtelid","Per JÄMTELID","04:51:40",22,"Sweden","SE",,"55-59","H"
"2111127.linda.harradine","Linda HARRADINE","04:52:45",23,"Sweden","SE",,"45-49","F"
"4715820.axel.ohman","Axel ÖHMAN (Axel OHMAN)","04:54:46",24,"Sweden","SE",,"20-34","H"
"104011.herve.soyer","Herve SOYER","04:57:16",25,"France","FR",,"35-39","H"
"4569034.joakim.berglund","Joakim BERGLUND","05:26:46",1,"Sweden","SE",,"20-34","H"
"1634703.magnus.pilelov","Magnus PILELÖV","05:27:29",2,"Sweden","SE",,"35-39","H"
"5477597.unknown.unknown","Unknown UNKNOWN","05:27:36",3,"Sweden","SE",,"80+","H"
"4569036.stephanie.magnenat","Stephanie MAGNENAT","05:35:33",4,"Sweden","SE",,"20-34","F"
"4173028.emil.hugoh","Emil HUGOH","05:44:55",5,"Sweden","SE",,"20-34","H"
"4569038.julia.brugge","Julia BRUGGE","05:52:57",6,"Sweden","SE",,"40-44","F"
"4569040.hakan.nystrom","Håkan NYSTRÖM","05:53:14",7,"Sweden","SE",,"40-44","H"
"4193267.joachim.hammersland","Joachim HAMMERSLAND","05:56:33",8,"Sweden","SE",,"50-54","H"
"4569042.anders.wikstrom","Anders WIKSTRÖM","05:57:42",9,"Sweden","SE",,"40-44","H"
"4569044.jakob.carlsson","Jakob CARLSSON","05:58:05",10,"Sweden","SE",,"55-59","H"
"4569046.kalle.asbrink","Kalle ÅSBRINK (Kalle ASBRINK)","05:58:05",11,"Sweden","SE",,"40-44","H"
"4173040.anton.dahlqvist","Anton DAHLQVIST","06:01:17",12,"Sweden","SE",,"20-34","H"
"1110495.finn.persson","Finn PERSSON","06:02:55",13,"Sweden","SE",,"55-59","H"
"508320.henrik.modin","Henrik MODIN","06:07:43",14,"Sweden","SE",,"45-49","H"
"4569048.martin.jonsson","Martin JONSSON","06:14:52",15,"Sweden","SE",,"20-34","H"
"3228239.christer.strom","Christer STRÖM","06:21:31",16,"Sweden","SE",,"55-59","H"
"3342863.andre.sahlsten","André SAHLSTEN","06:24:21",17,"Sweden","SE",,"20-34","H"
"3342865.dan.eld","Dan ELD","06:24:22",18,"Sweden","SE",,"20-34","H"
"4569050.viktor.zetterberg","Viktor ZETTERBERG","06:24:26",19,"Sweden","SE",,"20-34","H"
"4569052.mans.osterdahl","Måns ÖSTERDAHL (Mans OSTERDAHL)","06:30:26",20,"Sweden","SE",,"20-34","H"
"4569054.kasper.osterdahl","Kasper ÖSTERDAHL (Kasper OSTERDAHL)","06:30:27",21,"Sweden","SE",,"20-34","H"
"4569056.karin.edstrom","Karin EDSTRÖM","06:35:29",22,"Sweden","SE",,"45-49","F"
"1620185.lennart.gidlof","Lennart GIDLÖF","06:37:17",23,"Sweden","SE",,"40-44","H"
"4569058.asa.faxeus","Åsa FAXEUS (Asa FAXEUS)","06:38:54",24,"Sweden","SE",,"40-44","F"
"4569060.marcus.appelgren","Marcus APPELGREN","06:39:59",25,"Sweden","SE",,"40-44","H"
"1620213.andre.rangelind","Andre RANGELIND","16:40:50",1,"Sweden","SE",,"20-34","H"
"1960399.kristoffer.eneman","Kristoffer ENEMAN","18:07:20",2,"Sweden","SE",,"35-39","H"
"2234333.roger.kjellsson","Roger KJELLSSON","18:35:25",3,"Sweden","SE",,"50-54","H"
"4621910.daniel.heinsoo","Daniel HEINSOO","19:25:20",4,"Sweden","SE",,"20-34","H"
"4621912.lena.lonnemark","Lena LÖNNEMARK","19:25:20",5,"Sweden","SE",,"20-34","F"
"1379679.dan.fallqvist","Dan FALLQVIST","19:46:20",6,"Sweden","SE",,"50-54","H"
"410664.enar.warfvinge","Enar WARFVINGE","19:53:10",7,"Sweden","SE",,"40-44","H"
"1087651.oskar.ernving","Oskar ERNVING","20:27:55",8,"Sweden","SE",,"35-39","H"
"1097387.elliot.froidevaux","Elliot FROIDEVAUX","20:51:55",9,"Switzerland","CH",,"45-49","H"
"4621916.magnusmigdal.lilleeng","Magnus Migdal LILLEENG","20:53:10",10,"Sweden","SE",,"45-49","H"
"3387131.johan.dalenius","Johan DALENIUS","21:14:05",11,"Sweden","SE",,"40-44","H"
"551612.fredrik.uddgren","Fredrik UDDGREN","21:15:10",12,"Sweden","SE",,"50-54","H"
"691502.patrik.alvanger","Patrik ALVÅNGER","21:16:03",13,"Sweden","SE",,"45-49","H"
"861324.jens.nielsen","Jens NIELSEN","21:18:25",14,"Sweden","SE",,"40-44","H"
"665750.liselott.jezek","Liselott JEZEK","21:23:35",15,"Sweden","SE",,"35-39","F"
"4186319.robert.berntsson","Robert BERNTSSON","21:23:35",15,"Sweden","SE",,"50-54","H"
"4200857.manne.wernemyr","Manne WERNEMYR","21:41:32",17,"Sweden","SE",,"35-39","H"
"702811.adam.bernhoff","Adam BERNHOFF","21:43:35",18,"Sweden","SE",,"40-44","H"
"665357.pal.andersson","Pål ANDERSSON","21:49:28",19,"Sweden","SE",,"40-44","H"
"2519211.anna.andersson","Anna ANDERSSON","21:49:28",19,"Sweden","SE",,"40-44","F"
"4513333.thomas.fernemar","Thomas FERNEMAR","21:54:30",21,"Sweden","SE",,"35-39","H"
"4621920.victor.lundquist","Victor LUNDQUIST","22:02:35",22,"Sweden","SE",,"40-44","H"
"2986765.simon.nilsson","Simon NILSSON","22:08:35",23,"Sweden","SE",,"35-39","H"
"508865.jesper.astrom","Jesper ÅSTRÖM (Jesper ASTROM)","22:24:30",24,"Sweden","SE",,"50-54","H"
"3378857.thomas.halvardsson","Thomas HALVARDSSON","22:26:58",25,"Sweden","SE",,"35-39","H"
"250156.noah.brautigam","Noah BRAUTIGAM","09:31:24",1,"United States","US",,"20-34","H"
"689972.viktor.stenqvist","Viktor STENQVIST","10:16:35",2,"Sweden","SE",,"20-34","H"
"292212.john.lagerskog","John LAGERSKOG","10:18:21",3,"Sweden","SE",,"45-49","H"
"2257665.william.englund","William ENGLUND","10:39:28",4,"Sweden","SE",,"20-34","H"
"206309.kristaps.magone","Kristaps MAGONE","10:43:41",5,"Latvia","LV",,"20-34","H"
"831586.dennis.kallerteg","Dennis KALLERTEG","11:07:21",6,"Sweden","SE",,"20-34","H"
"3342579.malin.barrulf","Malin BARRULF","11:23:33",7,"Sweden","SE",,"20-34","F"
"1110351.erik.jonsson","Erik JONSSON","11:38:52",8,"Sweden","SE",,"40-44","H"
"3378517.per.bodinhansen","Per BODIN HANSEN","11:51:24",9,"Sweden","SE",,"35-39","H"
"1634363.asa.wiklund","Åsa WIKLUND (Asa WIKLUND)","12:38:49",10,"Sweden","SE",,"20-34","F"
"438604.erik.eng","Erik ENG","12:50:04",11,"Sweden","SE",,"40-44","H"
"1634399.johan.ekenstierna","Johan EKENSTIERNA","12:51:21",12,"Sweden","SE",,"45-49","H"
"3377483.patrik.lindstrom","Patrik LINDSTRÖM","12:58:23",13,"Sweden","SE",,"20-34","H"
"4710776.arild.moen","Arild MOEN","13:22:49",14,"Norway","NO",,"40-44","H"
"771314.karlfredrik.andersson","Karl-Fredrik ANDERSSON","13:26:25",15,"Sweden","SE",,"40-44","H"
"2576543.richard.house","Richard HOUSE","13:27:36",16,"United Kingdom","GB",,"35-39","H"
"4173021.thommie.forsberg","Thommie FORSBERG","13:38:22",17,"Sweden","SE",,"35-39","H"
"4193537.henrik.nyman","Henrik NYMAN","13:45:30",18,"Sweden","SE",,"35-39","H"
"551658.daniel.billstroem","Daniel BILLSTROEM","13:47:19",19,"Sweden","SE",,"35-39","H"
"4277103.james.hatton","James HATTON","13:49:41",20,"United Kingdom","GB",,"20-34","H"
"3342767.elias.prokofiev","Elias PROKOFIEV","13:50:23",21,"Sweden","SE",,"20-34","H"
"1003683.adam.ekstedt","Adam EKSTEDT","13:52:30",22,"Sweden","SE",,"20-34","H"
"4193494.jonas.englund","Jonas ENGLUND","13:57:58",23,"Sweden","SE",,"40-44","H"
"696485.martin.borjesson","Martin BÖRJESSON","13:58:16",24,"Sweden","SE",,"45-49","H"
"3377539.wilhelm.karlsson","Wilhelm KARLSSON","14:05:39",25,"Sweden","SE",,"20-34","H"
"4523648.oscar.claesson","Oscar CLAESSON","03:20:29",1,"Sweden","SE",,"20-34","H"
"1522639.sebastian.ljungdahl","Sebastian LJUNGDAHL","03:26:00",2,"Sweden","SE",,"20-34","H"
"3281665.juho.ylinen","Juho YLINEN","03:30:27",3,"Finland","FI",,"20-34","H"
"1403149.markus.living","Markus LIVING","03:40:31",4,"Sweden","SE",,"20-34","H"
"335551.andre.jonsson","Andre JONSSON","03:41:38",5,"Sweden","SE",,"35-39","H"
"4727394.hugo.lindell","Hugo LINDELL","03:42:29",6,"Sweden","SE",,"20-34","H"
"360912.johan.lantz","Johan LANTZ","03:44:28",7,"Sweden","SE",,"20-34","H"
"4727396.hugo.lilliestrom","Hugo LILLIESTRÖM","03:49:05",8,"Sweden","SE",,"20-34","H"
"504355.johannes.tegner","Johannes TEGNER","03:52:10",9,"Sweden","SE",,"35-39","H"
"1630485.fredrik.eriksson","Fredrik ERIKSSON","03:53:28",10,"Sweden","SE",,"45-49","H"
"4193542.simon.karlsson","Simon KARLSSON","03:57:27",11,"Sweden","SE",,"20-34","H"
"4727398.emil.rankka","Emil RANKKA","04:03:36",12,"Sweden","SE",,"20-34","H"
"310587.kristoffer.normark","Kristoffer NORMARK","04:04:02",13,"Norway","NO",,"35-39","H"
"1036639.erik.janssonpalmer","Erik JANSSON-PALMER","04:04:47",14,"Sweden","SE",,"20-34","H"
"3377507.john.lundstrom","John LUNDSTRÖM","04:05:33",15,"Sweden","SE",,"20-34","H"
"1843273.jakob.aberg","Jakob ÅBERG (Jakob ABERG)","04:06:14",16,"Sweden","SE",,"20-34","H"
"691388.ida.nilsson","Ida NILSSON","04:07:59",17,"Sweden","SE",,"40-44","F"
"4201696.emilia.brangefalt","Emilia BRANGEFÄLT","04:09:50",18,"Sweden","SE",,"20-34","F"
"3337023.ulrikke.evensen","Ulrikke EVENSEN","04:22:01",19,"Denmark","DK",,"20-34","F"
"696387.nils.martenson","Nils MÅRTENSON","04:27:21",20,"Sweden","SE",,"35-39","H"
"3184195.olle.larsson","Olle LARSSON","04:27:25",21,"Sweden","SE",,"35-39","H"
"1110383.bjorn.eriksson","Björn ERIKSSON","04:27:38",22,"Sweden","SE",,"35-39","H"
"3378557.christopher.alteblad","Christopher ALTEBLAD","04:28:36",23,"Sweden","SE",,"35-39","H"
"1634187.robin.adolfsson","Robin ADOLFSSON","04:30:31",24,"Sweden","SE",,"35-39","H"
"508331.jerker.aspgard","Jerker ASPGARD","04:31:24",25,"Sweden","SE",,"40-44","H"
"2234337.victor.lundqvist","Victor LUNDQVIST","33:55:45",1,"Sweden","SE",,"40-44","H"
"2210799.johan.johansson","Johan JOHANSSON","36:08:59",2,"Sweden","SE",,"40-44","H"
"2519211.anna.andersson","Anna ANDERSSON","36:19:44",3,"Sweden","SE",,"40-44","F"
"437971.peter.bengtsson","Peter BENGTSSON","43:10:22",4,"Sweden","SE",,"50-54","H"
"360506.henrik.kockum","Henrik KOCKUM","46:16:15",5,"Sweden","SE",,"55-59","H"
"116343.peter.larsson","Peter LARSSON","46:16:15",5,"Sweden","SE",,"55-59","H"
"492303.peter.liljenfors","Peter LILJENFORS","47:24:47",7,"Sweden","SE",,"55-59","H"
"47760.maria.thomsen","Maria THOMSEN","50:38:12",8,"Sweden","SE",,"50-54","F"
"662160.roger.lofstroem","Roger LOFSTROEM","51:30:12",9,"Sweden","SE",,"55-59","H"
"532761.hans.kneczke","Hans KNECZKE","54:26:44",10,"Sweden","SE",,"50-54","H"
"1619677.tommy.carlsson","Tommy CARLSSON","56:14:10",11,"Sweden","SE",,"55-59","H"
"533121.sofia.kay","Sofia KAY","56:14:10",11,"Sweden","SE",,"45-49","F"
"406998.per.hedberg","Per HEDBERG","56:28:10",13,"United Kingdom","GB",,"60-64","H"
"689972.viktor.stenqvist","Viktor STENQVIST","06:19:07",1,"Sweden","SE",,"20-34","H"
"696352.joacim.lantz","Joacim LANTZ","06:22:59",2,"Sweden","SE",,"20-34","H"
"4681426.olle.meijer","Olle MEIJER","06:27:29",3,"Sweden","SE",,"20-34","H"
"1036611.erik.anfaelt","Erik ANFAELT","06:32:55",4,"Sweden","SE",,"45-49","H"
"1630485.fredrik.eriksson","Fredrik ERIKSSON","06:52:13",5,"Sweden","SE",,"45-49","H"
"4681428.evgenii.glyva","Evgenii GLYVA","06:55:30",6,"Italy","IT",,"35-39","H"
"2.emmanuel.gault","Emmanuel GAULT","07:09:49",7,"France","FR",,"45-49","H"
"3245239.emil.kalered","Emil KALERED","07:19:08",8,"Sweden","SE",,"20-34","H"
"4681430.johan.ahlberg","Johan AHLBERG","07:27:45",9,"Sweden","SE",,"20-34","H"
"4681432.jorgen.gronsund","Jørgen GRØNSUND","07:28:38",10,"Norway","NO",,"35-39","H"
"2232487.stephan.gerber","Stephan GERBER","07:36:12",11,"Germany","DE",,"45-49","H"
"3378517.per.bodinhansen","Per BODIN HANSEN","07:40:08",12,"Sweden","SE",,"35-39","H"
"4681434.anna.hellstrom","Anna HELLSTROM","07:40:51",13,"Sweden","SE",,"35-39","F"
"4681436.marek.enok","Marek ENOK","07:43:40",14,"Estonia","EE",,"40-44","H"
"4681438.erik.andersson","Erik ANDERSSON","07:45:10",15,"Sweden","SE",,"40-44","H"
"4681440.magnus.wikars","Magnus WIKARS","07:46:59",16,"Sweden","SE",,"20-34","H"
"437977.daniel.nilsson","Daniel NILSSON","07:49:51",17,"Sweden","SE",,"45-49","H"
"2272831.magnus.eriksson","Magnus ERIKSSON","07:50:14",18,"Sweden","SE",,"45-49","H"
"692021.sofia.byhlinder","Sofia BYHLINDER","07:50:25",19,"Sweden","SE",,"35-39","F"
"4303009.johannes.erlandsson","Johannes ERLANDSSON","07:51:36",20,"Sweden","SE",,"50-54","H"
"4195046.marten.vann","Mårten VÄNN","07:52:07",21,"Sweden","SE",,"20-34","H"
"46685.kajsa.berg","Kajsa BERG","07:56:16",22,"Sweden","SE",,"40-44","F"
"1619603.elin.hartelius","Elin HARTELIUS","07:58:43",23,"Sweden","SE",,"40-44","F"
"1619443.emil.carlson","Emil CARLSON","07:59:58",24,"Sweden","SE",,"45-49","H"
"4681442.gustav.wiking","Gustav WIKING","08:04:35",25,"Sweden","SE",,"20-34","H"
"4523648.oscar.claesson","Oscar CLAESSON","03:27:06",1,"Sweden","SE",,"20-34","H"
"3394489.robbin.kantarp","Robbin KANTARP","03:41:41",2,"Sweden","SE",,"35-39","H"
"4692436.jens.ronnols","Jens RÖNNOLS","03:42:03",3,"Sweden","SE",,"20-34","H"
"250156.noah.brautigam","Noah BRAUTIGAM","03:45:46",4,"United States","US",,"20-34","H"
"2292317.fredrik.bakkman","Fredrik BAKKMAN","03:46:19",5,"Sweden","SE",,"35-39","H"
"691387.johan.stallberg","Johan STÄLLBERG","03:48:59",6,"Sweden","SE",,"40-44","H"
"1003151.simon.bloss","Simon BLOSS","03:55:22",7,"Sweden","SE",,"20-34","H"
"4692438.felix.silver","Felix SILVER","03:56:20",8,"Sweden","SE",,"20-34","H"
"492247.erik.wickstrom","Erik WICKSTRÖM","04:06:20",9,"Sweden","SE",,"40-44","H"
"4372014.john.kumlin","John KUMLIN","04:06:24",10,"Sweden","SE",,"20-34","H"
"4692440.johan.ivarsson","Johan IVARSSON","04:07:20",11,"Sweden","SE",,"20-34","H"
"4692442.sander.krouwel","Sander KROUWEL","04:10:28",12,"Sweden","SE",,"20-34","H"
"2292399.robert.krouwel","Robert KROUWEL","04:14:50",13,"Sweden","SE",,"20-34","H"
"4487712.mattias.westman","Mattias WESTMAN","04:18:33",14,"Sweden","SE",,"35-39","H"
"4692444.daniel.nilsson","Daniel NILSSON","04:21:25",15,"Sweden","SE",,"20-34","H"
"2111075.johanna.gelfgren","Johanna GELFGREN","04:22:20",16,"Sweden","SE",,"20-34","F"
"495832.karin.nilsson","Karin NILSSON","04:26:20",17,"Sweden","SE",,"40-44","F"
"3377465.martin.puhler","Martin PÜHLER","04:27:52",18,"Germany","DE",,"40-44","H"
"4692448.dan.eliasson","Dan ELIASSON","04:35:48",19,"Sweden","SE",,"20-34","H"
"1634383.maja.falk","Maja FALK","04:36:26",20,"Sweden","SE",,"20-34","F"
"1135891.thomas.abrahamsson","Thomas ABRAHAMSSON","04:36:45",21,"Sweden","SE",,"20-34","H"
"696413.thomas.sundtoft","Thomas SUNDTOFT","04:37:58",22,"Sweden","SE",,"35-39","H"
"1135895.catrine.gunnarsson","Catrine GUNNARSSON","04:40:14",23,"Sweden","SE",,"35-39","F"
"4692450.joel.larsson","Joel LARSSON","04:42:32",24,"Sweden","SE",,"40-44","H"
"665812.mattias.almqvist","Mattias ALMQVIST","04:45:09",25,"Sweden","SE",,"20-34","H"
"4228235.kristofer.laas","Kristofer LAAS","02:39:47",1,"Sweden","SE",,"20-34","H"
"2221491.kim.andersson","Kim ANDERSSON","02:49:09",2,"Sweden","SE",,"20-34","H"
"508707.roman.ryapolov","Roman RYAPOLOV","02:54:52",3,"Sweden","SE",,"40-44","H"
"1619413.oscar.bergstrom","Oscar BERGSTRÖM","02:56:35",4,"Sweden","SE",,"35-39","H"
"4680604.rikki.frederiksen","Rikki FREDERIKSEN","02:58:40",5,"Denmark","DK",,"40-44","H"
"5739548.barbro.fjallstedtoljans","Barbro FJÄLLSTEDT OLJANS","03:02:47",6,"Sweden","SE",,"20-34","F"
"696376.marcus.nilsson","Marcus NILSSON","03:05:10",7,"Sweden","SE",,"20-34","H"
"1630513.liselotte.hellsten","Liselotte HELLSTEN","03:09:09",8,"Sweden","SE",,"35-39","F"
"4193260.helene.soderlund","Helene SÖDERLUND","03:16:43",9,"Sweden","SE",,"35-39","F"
"3378479.yavar.biranvand","Yavar BIRANVAND","03:18:15",10,"Sweden","SE",,"20-34","H"
"4680606.hilda.lof","Hilda LÖF","03:20:45",11,"Sweden","SE",,"20-34","F"
"692019.jonatan.groop","Jonatan GROOP","03:21:31",12,"Sweden","SE",,"35-39","H"
"4680608.gustav.hellquist","Gustav HELLQUIST","03:25:41",13,"Sweden","SE",,"35-39","H"
"4487720.anton.ohman","Anton ÖHMAN (Anton OHMAN)","03:26:11",14,"Sweden","SE",,"20-34","H"
"3189641.ginaelisabeth.mathisen","Gina Elisabeth MATHISEN","03:26:42",15,"Norway","NO",,"35-39","F"
"3404453.jonas.gustad","Jonas GUSTAD","03:29:03",16,"Sweden","SE",,"35-39","H"
"4680612.fredrik.nilsson","Fredrik NILSSON","03:31:54",17,"Sweden","SE",,"20-34","H"
"4680614.henrik.fallenius","Henrik FALLENIUS","03:33:30",18,"Sweden","SE",,"35-39","H"
"1630515.janerik.olsson","Jan-Erik OLSSON","03:34:56",19,"Sweden","SE",,"35-39","H"
"4680616.hagbard.knutsson","Hagbard KNUTSSON","03:34:58",20,"Sweden","SE",,"35-39","H"
"3378625.nick.hoffstedde","Nick HOFFSTEDDE","03:35:48",21,"Netherlands","NL",,"35-39","H"
"2272061.marcus.bjorklund","Marcus BJÖRKLUND","03:37:41",22,"Sweden","SE",,"35-39","H"
"2110871.magnus.lilja","Magnus LILJA","03:37:56",23,"Sweden","SE",,"35-39","H"
"4680618.joakim.kihlberg","Joakim KIHLBERG","03:39:16",24,"Sweden","SE",,"45-49","H"
"4680620.markus.hinders","Markus HINDERS","03:40:23",25,"Sweden","SE",,"35-39","H"
"4173021.thommie.forsberg","Thommie FORSBERG","20:25:00",1,"Sweden","SE",,"35-39","H"
"1036653.tomas.brandt","Tomas BRANDT","20:36:10",2,"Sweden","SE",,"35-39","H"
"1087651.oskar.ernving","Oskar ERNVING","21:01:23",3,"Sweden","SE",,"35-39","H"
"1619441.david.kierkegaard","David KIERKEGAARD","23:00:40",4,"Sweden","SE",,"35-39","H"
"1036421.marcus.wangel","Marcus WANGEL","24:04:40",5,"Sweden","SE",,"35-39","H"
"665513.anders.hagman","Anders HAGMAN","24:22:11",6,"Sweden","SE",,"50-54","H"
"410664.enar.warfvinge","Enar WARFVINGE","25:17:53",7,"Sweden","SE",,"40-44","H"
"4715724.galen.mack","Galen MACK","25:58:35",8,"Australia","AU",,"40-44","H"
"532672.markus.forsstrom","Markus FORSSTRÖM","26:16:44",9,"Sweden","SE",,"35-39","H"
"3816125.niclas.kullgard","Niclas KULLGARD","26:35:42",10,"Sweden","SE",,"50-54","H"
